ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
173119052,12/31/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,67,0,25-44,M,BLACK,998340,171921,40.638557027,-73.94923331
173119057,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,106,0,25-44,M,BLACK HISPANIC,1037011,188457,40.683798669,-73.809767473
173119689,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,68,0,25-44,M,WHITE,976973,165704,40.621500886,-74.026214732
173119696,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,<18,M,BLACK,987220,212676,40.750430768,-73.989282176
173117787,12/31/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,M,30,0,25-44,M,WHITE HISPANIC,999357,238995,40.82265698,-73.945418344
173120425,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,1,0,25-44,F,BLACK,984722,202914,40.723636973,-73.998298598
173121079,12/31/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,61,2,45-64,F,ASIAN/PAC.ISL,1001352,156950,40.59745944,-73.938418599
173142207,12/31/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650303,F,K,61,0,18-24,F,WHITE,996175,158706,40.602287781,-73.95705743
173127010,12/31/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,113,0,25-44,M,BLACK,1052709,188095,40.682697574,-73.753171032
173129344,12/31/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,K,79,0,25-44,M,WHITE HISPANIC,996079,187562,40.681491437,-73.957352554
173129251,12/31/2017,268,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,75,0,25-44,M,BLACK,1015238,180730,40.662692805,-73.88830716
173128432,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,2,25-44,M,WHITE HISPANIC,1000641,237827,40.819448861,-73.940781977
173127003,12/31/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,M,1,0,18-24,M,BLACK,981396,198608,40.711817586,-74.010296087
173121848,12/31/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2052501,F,B,41,72,25-44,F,BLACK,1017934,232221,40.804012949,-73.878331833
173121085,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,114,0,45-64,M,WHITE,1009044,222000,40.775988479,-73.91048101
173120430,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,114,0,45-64,M,WHITE,1009044,222000,40.775988479,-73.91048101
173119698,12/31/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,M,9,2,25-44,M,WHITE HISPANIC,991641,203214,40.724457326,-73.973336373
173119055,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,28,0,25-44,F,WHITE,998007,230362,40.798963998,-73.95031372
173119053,12/31/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,77,0,25-44,M,BLACK HISPANIC,1003508,185056,40.67459999,-73.930574822
173117785,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,76,0,25-44,M,BLACK,982508,187780,40.682097528,-74.006282199
173116546,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,18-24,F,WHITE HISPANIC,1007550,219173,40.768233169,-73.915884997
173116545,12/31/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,Q,114,0,25-44,F,WHITE HISPANIC,1006579,215870,40.759169793,-73.91940142
173116537,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,69,0,25-44,M,BLACK,1008653,174105,40.644529228,-73.912066328
173116279,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,S,121,0,45-64,M,ASIAN/PAC.ISL,943633,165165,40.619931325,-74.146309084
173114454,12/31/2017,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,K,66,0,25-44,M,WHITE,990399,164172,40.617296721,-73.977852838
173113524,12/31/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,5,0,18-24,M,BLACK,986726,201919,40.720905604,-73.991069069
173113424,12/31/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 16515M9,M,M,1,0,25-44,M,BLACK,979630,199962,40.715533248,-74.016667141
173128429,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,72,0,25-44,M,WHITE HISPANIC,979695,175314,40.647880118,-74.016416003
173126998,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,K,77,0,45-64,M,BLACK,993974,184839,40.674019979,-73.964945958
173126360,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,71,0,45-64,F,BLACK,1003292,180090,40.660969895,-73.931367545
173124322,12/31/2017,500,"CONTROLLED SUBSTANCE,POSSESS. 1",117,DANGEROUS DRUGS,PL 2202101,F,Q,105,0,25-44,F,WHITE HISPANIC,1050931,202071,40.721071854,-73.759443236
173124317,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,23,0,25-44,M,BLACK,999569,227672,40.791578107,-73.944678204
173123522,12/31/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,62,0,25-44,M,ASIAN/PAC.ISL,986344,160954,40.608465858,-73.992459882
173121859,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,WHITE,987220,212676,40.750430768,-73.989282176
173121086,12/31/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,106,0,<18,M,WHITE,1028605,187930,40.682398289,-73.840079369
173122745,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,WHITE,987655,212901,40.75104818,-73.987712067
173117788,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,34,0,25-44,M,BLACK,1006209,253743,40.863121541,-73.920613101
173133812,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,62,0,25-44,M,WHITE,989542,159430,40.604281457,-73.980943455
173129125,12/31/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,K,73,2,25-44,M,BLACK,1009247,182073,40.666397981,-73.909896345
173119690,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,28,0,45-64,F,BLACK,998007,230362,40.798963998,-73.95031372
173129341,12/31/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,45,2,25-44,M,WHITE HISPANIC,1032218,239444,40.823772033,-73.826685244
173128426,12/31/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,47,0,<18,M,BLACK,1024906,263255,40.889162708,-73.852960227
173127725,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,<18,F,WHITE HISPANIC,1007583,182993,40.668927716,-73.915891272
173127724,12/31/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,79,2,25-44,M,BLACK,997415,193307,40.697258255,-73.952524446
173124319,12/31/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,9,2,18-24,M,WHITE HISPANIC,990378,204681,40.72848485,-73.977891659
173124315,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,45-64,M,BLACK,1006507,175414,40.648127802,-73.919795019
173122747,12/31/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,101,0,25-44,M,BLACK,1051206,156204,40.595175415,-73.758906568
173119699,12/31/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,23,2,25-44,M,WHITE HISPANIC,998753,230407,40.799086317,-73.947619211
173119692,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,9,2,25-44,F,WHITE HISPANIC,991641,203214,40.724457326,-73.973336373
173113527,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,25-44,M,BLACK,1054680,205284,40.729861671,-73.745884803
173115855,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,104,0,45-64,M,WHITE HISPANIC,1013640,206072,40.732256102,-73.893956468
173116146,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,F,BLACK,1023210,257960,40.874637248,-73.859124964
173116152,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,1,0,25-44,M,BLACK,982383,198038,40.710253334,-74.006735729
173116160,12/31/2017,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,Q,115,0,25-44,M,WHITE HISPANIC,1019944,214785,40.756147894,-73.871164171
173126361,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,71,0,45-64,F,BLACK,1003292,180090,40.660969895,-73.931367545
173119687,12/31/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,40,0,25-44,M,BLACK,1007951,238554,40.821427682,-73.914368932
173116542,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,110,0,18-24,M,UNKNOWN,1020974,209670,40.742104304,-73.86747433
173116541,12/31/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,Q,114,0,25-44,F,WHITE HISPANIC,1006579,215870,40.759169793,-73.91940142
173116538,12/31/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,102,0,<18,M,WHITE HISPANIC,1026285,187525,40.68129798,-73.848446644
173123527,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,3,45-64,M,BLACK,986882,214802,40.756266207,-73.990501248
173116275,12/31/2017,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 1201300,F,Q,108,0,25-44,M,WHITE HISPANIC,1007293,209962,40.742951999,-73.91684437
173123524,12/31/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,75,0,25-44,M,BLACK,1017141,183798,40.671106911,-73.881432957
173122736,12/31/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2052002,M,K,84,72,18-24,F,BLACK HISPANIC,987041,190253,40.688885081,-73.989937513
173121850,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,WHITE HISPANIC,1017650,242130,40.831211429,-73.879308351
173117305,12/31/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2402500,M,Q,104,0,18-24,M,BLACK,1013787,195967,40.704519831,-73.893470403
173119058,12/31/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,121,0,18-24,M,WHITE HISPANIC,946312,169425,40.631635996,-74.136682942
173128441,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL119202U,M,S,121,0,45-64,M,WHITE,939161,159597,40.604626704,-74.162380586
173133810,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,62,0,25-44,M,BLACK,987016,161801,40.610790515,-73.990039323
173127726,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,18-24,F,BLACK,1007583,182993,40.668927716,-73.915891272
173134162,12/31/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,Q,113,0,18-24,M,BLACK,1042726,185011,40.674304295,-73.789191563
173127016,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,112,0,25-44,M,WHITE,1021974,206302,40.732855777,-73.863884488
173127013,12/31/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,114,0,25-44,M,WHITE HISPANIC,1001955,216397,40.760626741,-73.936091079
173126997,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,42,0,18-24,M,WHITE HISPANIC,1011666,240929,40.827935631,-73.900936818
173114446,12/31/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,40,1,25-44,M,WHITE HISPANIC,1011485,237929,40.819702045,-73.901603017
173114447,12/31/2017,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,B,40,0,18-24,M,BLACK HISPANIC,1006075,236932,40.816980584,-73.921152255
173114458,12/31/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,34,0,18-24,M,BLACK,1006854,254559,40.865359586,-73.918278482
173115844,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,70,0,25-44,M,BLACK,995708,176233,40.650396334,-73.958709429
173115847,12/31/2017,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,K,77,0,25-44,M,BLACK HISPANIC,998951,186113,40.677509956,-73.947000859
173113507,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110A2,M,B,46,0,25-44,M,BLACK HISPANIC,1014295,253237,40.861708909,-73.891382086
173116147,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,F,BLACK,1023210,257960,40.874637248,-73.859124964
173116153,12/31/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 16515M9,M,M,32,0,18-24,M,BLACK HISPANIC,999428,236544,40.815929553,-73.945167357
173116273,12/31/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,106,0,<18,M,WHITE HISPANIC,1026310,186741,40.679145961,-73.848361402
173113508,12/31/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,48,0,25-44,M,WHITE,1015457,250526,40.854263999,-73.887193823
173114445,12/31/2017,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,B,40,0,18-24,M,BLACK HISPANIC,1006075,236932,40.816980584,-73.921152255
173116030,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL119202X,M,K,77,0,25-44,M,WHITE HISPANIC,1004127,182891,40.668656183,-73.928349662
173114455,12/31/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,V,K,90,0,65+,M,BLACK,999153,195479,40.703217131,-73.946251884
173116035,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,30,0,45-64,M,WHITE HISPANIC,998981,242209,40.831479128,-73.946769813
173119694,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,30,0,18-24,M,WHITE HISPANIC,998981,242209,40.831479128,-73.946769813
173121855,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,14,0,25-44,M,BLACK,986685,215375,40.757839003,-73.991212111
173122735,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,44,0,65+,M,WHITE HISPANIC,1008653,241418,40.829286634,-73.911822168
173126365,12/31/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,V,M,23,0,18-24,M,BLACK,999769,228033,40.792568606,-73.943955086
173126371,12/31/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,109,0,25-44,M,WHITE HISPANIC,1033684,216410,40.760541954,-73.821557895
173126372,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,109,0,25-44,F,WHITE HISPANIC,1033684,216410,40.760541954,-73.821557895
173127012,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,101,0,25-44,M,WHITE HISPANIC,1044074,156299,40.595487179,-73.784586491
173129353,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,102,0,45-64,M,ASIAN/PAC.ISL,1029844,189279,40.686094686,-73.835603033
173114457,12/31/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651502,M,M,14,0,25-44,M,WHITE,987965,215284,40.757588785,-73.986591894
173134151,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,25-44,F,WHITE HISPANIC,981723,207457,40.736106051,-74.009119892
173113503,12/31/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,46,0,45-64,F,WHITE,1011043,251220,40.856183319,-73.903146843
173123526,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,33,0,18-24,M,BLACK HISPANIC,1000904,243515,40.835060305,-73.939817659
173120426,12/31/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,19,0,18-24,M,BLACK,992359,217816,40.764535539,-73.970728388
173121856,12/31/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,14,0,<18,M,BLACK,987220,212676,40.750430768,-73.989282176
173121862,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,101,0,25-44,M,BLACK,1051206,156204,40.595175415,-73.758906568
173122748,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,107,0,25-44,M,BLACK HISPANIC,1036628,204948,40.72906475,-73.811020132
173123521,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,47,0,25-44,M,BLACK,1028759,256490,40.870576318,-73.839069997
173116534,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,43,0,25-44,M,BLACK,1025519,242145,40.831219337,-73.850873158
173116276,12/31/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,Q,114,0,25-44,M,WHITE HISPANIC,1006247,216075,40.759733297,-73.920599155
173124316,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,71,0,45-64,F,BLACK,1003292,180090,40.660969895,-73.931367545
173119047,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,49,0,25-44,M,WHITE HISPANIC,1027434,251387,40.856576728,-73.843893678
173124325,12/31/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,113,3,18-24,F,ASIAN/PAC.ISL,1046315,187088,40.679980738,-73.776233907
173124326,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,S,121,0,45-64,F,WHITE,937077,149100,40.575803739,-74.169812399
173128427,12/31/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,73,0,45-64,F,BLACK,1008228,183789,40.671110834,-73.913563363
173128440,12/31/2017,258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456500,M,Q,104,0,18-24,F,WHITE HISPANIC,1008555,201367,40.719357458,-73.912321141
173129127,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,81,0,25-44,M,BLACK,1002235,188300,40.683506712,-73.935155429
173116270,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,75,0,25-44,M,BLACK,1012992,186298,40.677983288,-73.896378977
173114462,12/31/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,Q,115,0,25-44,M,WHITE HISPANIC,1021994,213268,40.751975606,-73.863773236
173117302,12/31/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,69,0,25-44,F,BLACK HISPANIC,1012373,170160,40.633690021,-73.898677929
173119695,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,9,0,25-44,F,WHITE,987873,204316,40.727484394,-73.98692988
173113504,12/31/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,B,44,0,18-24,M,BLACK,1006537,244511,40.837781618,-73.919457971
173127007,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,65+,M,BLACK,987873,212315,40.74943967,-73.986925574
173116539,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,25-44,F,WHITE HISPANIC,1057302,184509,40.672818144,-73.736649837
173150522,12/31/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,61,0,18-24,F,WHITE HISPANIC,996175,158706,40.602287781,-73.95705743
173130587,12/31/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,73,0,25-44,M,BLACK,1009279,179175,40.658443523,-73.909791753
173126377,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,S,122,0,45-64,M,BLACK,966544,157491,40.598943185,-74.06376065
173123529,12/31/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,M,34,0,25-44,M,WHITE HISPANIC,1002115,249244,40.850782367,-73.93542612
173124313,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,84,0,25-44,M,BLACK HISPANIC,987309,190698,40.690106415,-73.988970943
173127000,12/31/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,84,0,45-64,M,WHITE HISPANIC,988175,190975,40.690866375,-73.985848057
173127008,12/31/2017,665,TERRORIST THREAT,126,MISCELLANEOUS PENAL LAW,PL 4902000,F,M,33,0,45-64,M,WHITE HISPANIC,1000354,242831,40.833183943,-73.941806877
173122734,12/31/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,B,52,0,18-24,M,BLACK HISPANIC,1009562,254560,40.865354981,-73.908487926
173128434,12/31/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,17,0,18-24,F,WHITE,991195,212559,40.750107405,-73.974935795
173129357,12/31/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,S,122,0,18-24,M,BLACK,954827,148519,40.574285688,-74.105914405
173134325,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,45-64,F,WHITE,981723,207457,40.736106051,-74.009119892
173126369,12/31/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,M,1,0,18-24,M,BLACK,981396,198608,40.711817586,-74.010296087
173126359,12/31/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,M,WHITE HISPANIC,1013582,256202,40.869849327,-73.89394676
173122743,12/31/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,23,0,18-24,M,WHITE HISPANIC,999833,228147,40.792881393,-73.943723688
