ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172826730,12/20/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,M,32,0,45-64,M,BLACK,1000493,236572,40.816004512,-73.941319728
172828141,12/20/2017,637,"HARASSMENT,SUBD 1,CIVILIAN",578,HARRASSMENT 2,PL 2402601,V,B,44,0,45-64,M,WHITE HISPANIC,1008046,245611,40.840796861,-73.914000663
172828144,12/20/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,41,0,25-44,M,WHITE HISPANIC,1013392,237231,40.817780148,-73.894716176
172828172,12/20/2017,507,"CONTROLLED SUBSTANCE, POSSESSION 5",117,DANGEROUS DRUGS,PL 2200602,F,M,25,2,25-44,M,WHITE HISPANIC,1001769,234797,40.811130194,-73.936714506
172829473,12/20/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,46,1,25-44,M,BLACK,1012539,253107,40.861357899,-73.897730961
172829477,12/20/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,45,0,45-64,M,WHITE,1032091,241976,40.830722328,-73.827126059
172829495,12/20/2017,565,"PROSTITUTION, PATRONIZING 4, 3",356,PROSTITUTION & RELATED OFFENSES,PL 2300400,M,K,75,0,25-44,M,BLACK,1011712,184516,40.673096165,-73.901000971
172829508,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,123,0,45-64,F,WHITE,914618,126181,40.512747709,-74.25042293
172830937,12/20/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,75,0,<18,F,BLACK,1013282,184822,40.673931056,-73.895339809
172818131,12/20/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,71,0,45-64,M,BLACK,1000222,179282,40.658758183,-73.942434788
172818124,12/20/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,69,0,25-44,M,BLACK,1012756,173183,40.641986283,-73.89728526
172818106,12/20/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,46,0,25-44,M,WHITE,1010879,250896,40.855294533,-73.903740977
172801107,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,47,0,25-44,F,BLACK,1023368,264048,40.891346191,-73.858518094
172791376,12/20/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,81,0,25-44,M,BLACK,1003512,190814,40.690404378,-73.930543943
172795480,12/20/2017,849,"NY STATE LAWS,UNCLASSIFIED VIOLATION",677,OTHER STATE LAWS,LOC000000V,V,M,17,1,45-64,M,WHITE HISPANIC,993063,216978,40.762234771,-73.968188083
172789115,12/20/2017,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401500,M,Q,109,0,25-44,M,ASIAN/PAC.ISL,1038520,216047,40.759517253,-73.80410421
172789105,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,10,0,25-44,M,WHITE HISPANIC,984791,209846,40.742663608,-73.998049108
172789081,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,48,0,18-24,M,BLACK,1014006,250406,40.853939645,-73.892439452
172788756,12/20/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,40,0,25-44,M,BLACK,1010970,236246,40.815084258,-73.90347038
172795486,12/20/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL040101A,V,Q,114,0,25-44,M,BLACK,1000200,213984,40.754007012,-73.942431888
172796625,12/20/2017,293,"CONSPIRACY 2, 1",126,MISCELLANEOUS PENAL LAW,PL 1051500,F,B,49,0,25-44,M,BLACK,1025142,256702,40.87117569,-73.852146686
172798420,12/20/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,Q,103,0,25-44,M,BLACK,1041521,192400,40.694593238,-73.79347285
172799702,12/20/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,M,7,0,18-24,F,BLACK,988702,200012,40.715670573,-73.983941744
172799703,12/20/2017,198,CRIMINAL CONTEMPT 1,126,MISCELLANEOUS PENAL LAW,PL 21551B1,F,Q,115,0,25-44,M,WHITE HISPANIC,1018714,214946,40.756594678,-73.875603018
172831075,12/20/2017,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401501,M,K,77,0,<18,M,BLACK,1000457,185578,40.676038873,-73.94157266
172815348,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,S,121,0,18-24,M,BLACK,939646,171536,40.637399176,-74.160712843
172801158,12/20/2017,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,105,0,18-24,M,BLACK HISPANIC,1057767,203993,40.726293088,-73.734760849
172804369,12/20/2017,291,"CONSPIRACY 4, 3",126,MISCELLANEOUS PENAL LAW,PL 1051001,F,B,44,0,18-24,M,BLACK HISPANIC,1006537,244511,40.837781618,-73.919457971
172804386,12/20/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403004,M,M,33,0,25-44,M,ASIAN/PAC.ISL,1001889,245601,40.840783858,-73.936252607
172806323,12/20/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,44,0,25-44,F,BLACK,1006537,244511,40.837781618,-73.919457971
172806327,12/20/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1201001,F,B,41,0,18-24,M,BLACK HISPANIC,1017934,232221,40.804012949,-73.878331833
172806335,12/20/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,70,0,25-44,M,BLACK,995107,175859,40.649370543,-73.960875898
172808379,12/20/2017,566,"MARIJUANA, POSSESSION",678,MISCELLANEOUS PENAL LAW,PL 2210500,V,K,67,0,18-24,M,BLACK,998590,177084,40.652727946,-73.948321553
172810560,12/20/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,K,83,0,18-24,M,BLACK,1006775,190622,40.68986968,-73.918778428
172810568,12/20/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,69,0,25-44,M,BLACK,1011642,176534,40.651187564,-73.901285746
172810586,12/20/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,105,0,25-44,F,BLACK,1057964,208196,40.737827601,-73.734004055
172812986,12/20/2017,268,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,B,48,0,25-44,F,BLACK,1014593,249529,40.851530544,-73.890321535
172830963,12/20/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,123,0,25-44,M,WHITE,928873,134559,40.535844126,-74.199225596
172831068,12/20/2017,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401501,M,K,77,0,<18,M,BLACK,1000457,185578,40.676038873,-73.94157266
172788793,12/20/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,13,1,45-64,M,WHITE,988886,207857,40.737203099,-73.983272598
172831091,12/20/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,Q,101,0,25-44,M,WHITE HISPANIC,1053650,158969,40.602745951,-73.750077865
172806347,12/20/2017,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401500,M,M,23,2,25-44,M,BLACK HISPANIC,999998,226211,40.787567301,-73.943132332
172804372,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,49,0,<18,F,WHITE HISPANIC,1020860,251010,40.855571684,-73.867660345
172804370,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,49,0,25-44,F,BLACK,1020947,252471,40.859581326,-73.867337851
172801142,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,25,0,25-44,F,BLACK,1002089,233265,40.806924639,-73.935562585
172801133,12/20/2017,502,"CONTROLLED SUBSTANCE,POSSESS. 3",117,DANGEROUS DRUGS,PL 2201613,F,M,7,0,25-44,F,WHITE HISPANIC,987060,198186,40.710659311,-73.989865694
172801118,12/20/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,71,0,25-44,M,BLACK,996677,179934,40.660553464,-73.955210555
172799692,12/20/2017,419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,GRAND LARCENY,PL 1553005,F,B,46,0,25-44,M,BLACK,1011751,250275,40.853587401,-73.900591356
172789099,12/20/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,M,6,0,25-44,M,WHITE HISPANIC,982746,206647,40.733883033,-74.005428311
172830941,12/20/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,68,0,25-44,M,WHITE,978016,171958,40.638667594,-74.022463404
172829499,12/20/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,20,0,45-64,M,WHITE,988699,225459,40.785516171,-73.983935735
172829474,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,40,2,18-24,M,BLACK,1006699,233128,40.806538101,-73.918910596
172828182,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,S,120,0,<18,F,BLACK,961580,163524,40.615491223,-74.08165623
172828173,12/20/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,M,9,0,18-24,F,WHITE HISPANIC,987633,203880,40.726287775,-73.987796005
172828167,12/20/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LA,LOC00000UM,M,M,14,0,18-24,M,BLACK,988650,214286,40.754849215,-73.984119991
172828148,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,52,0,25-44,M,BLACK HISPANIC,1009690,257590,40.873671035,-73.908013649
172826740,12/20/2017,494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,POSSESSION OF STOLEN PROPERTY,PL 1654501,F,Q,104,0,18-24,M,WHITE,1015597,205383,40.730358248,-73.88689844
172826734,12/20/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,M,33,0,45-64,M,WHITE HISPANIC,1001000,247410,40.845750764,-73.93946101
172840491,12/20/2017,500,"CONTROLLED SUBSTANCE,POSSESS. 1",117,DANGEROUS DRUGS,PL 2202101,F,Q,108,0,45-64,M,BLACK,1002454,209260,40.741036467,-73.934309141
172837717,12/20/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,79,0,18-24,M,BLACK,999203,192208,40.694238915,-73.946078814
172831550,12/20/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,113,0,25-44,M,BLACK HISPANIC,1042543,189685,40.687134536,-73.789810858
172840484,12/20/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,K,75,0,18-24,M,BLACK,1017307,181828,40.665699086,-73.880844206
172831132,12/20/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601002,M,Q,109,0,25-44,F,WHITE HISPANIC,1032198,217060,40.762334218,-73.826917308
172831119,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,94,97,65+,M,BLACK,996191,207580,40.736435957,-73.956913245
172831118,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110E2,M,K,90,0,25-44,M,BLACK,995799,199156,40.71331464,-73.958342203
172831117,12/20/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,73,2,25-44,M,BLACK,1009726,182306,40.667036148,-73.908168844
172806357,12/20/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,Q,108,0,25-44,M,WHITE,996644,209958,40.742962354,-73.955274248
172808374,12/20/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,B,50,0,25-44,M,WHITE HISPANIC,1009268,262554,40.887296873,-73.909521006
172808401,12/20/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726,-73.775909194
172831071,12/20/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,K,75,0,18-24,F,BLACK,1016371,182312,40.667031003,-73.884215801
172831097,12/20/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510D,F,Q,100,0,25-44,M,BLACK,1037418,153512,40.587879866,-73.808575342
172831115,12/20/2017,932,BICYCLE(TRAF.INFRAC. UNCLASS.),881,OTHER TRAFFIC INFRACTION,VTL116300B,V,K,60,2,18-24,M,BLACK,986593,149943,40.578242807,-73.991566924
172831534,12/20/2017,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,M,33,0,45-64,M,BLACK,1001311,244556,40.837916773,-73.938344207
172848383,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,105,0,25-44,M,BLACK,1057546,199861,40.714953627,-73.735603182
172831542,12/20/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,113,0,25-44,M,BLACK HISPANIC,1042543,189685,40.687134536,-73.789810858
172831535,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,18-24,F,WHITE HISPANIC,989099,212984,40.75127532,-73.982500299
172831531,12/20/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,75,2,25-44,M,BLACK HISPANIC,1019847,184424,40.672814673,-73.871674829
172831110,12/20/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,75,0,25-44,M,BLACK,1019871,187659,40.681693913,-73.871571212
172886163,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,107,0,45-64,M,ASIAN/PAC.ISL,1037346,197176,40.707728244,-73.808490879
172831087,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,24,0,25-44,F,WHITE HISPANIC,991223,228937,40.795060716,-73.974817746
172831072,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,62,0,45-64,M,BLACK,986891,164732,40.618835544,-73.990488381
172831069,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,75,1,25-44,M,WHITE HISPANIC,1015993,186914,40.679663814,-73.885556693
172833051,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,18-24,F,WHITE HISPANIC,989099,212984,40.75127532,-73.982500299
172830955,12/20/2017,523,SALE SCHOOL GROUNDS,117,DANGEROUS DRUGS,PL 2204401,F,Q,106,0,45-64,M,BLACK,1037489,187910,40.682294419,-73.808048333
172830946,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,28,0,25-44,M,BLACK,997130,231440,40.801924136,-73.953479213
172870190,12/20/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,B,46,0,25-44,M,BLACK HISPANIC,1008007,250986,40.855549751,-73.914122568
172813019,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,113,0,45-64,M,BLACK,1052539,186842,40.6792597,-73.753796665
172813011,12/20/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,13,0,45-64,M,BLACK,985126,207917,40.737368955,-73.996840424
172813004,12/20/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,1,1,25-44,M,BLACK,980772,194845,40.701488814,-74.012544968
172812991,12/20/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,K,83,0,18-24,M,BLACK,1006775,190622,40.68986968,-73.918778428
172831522,12/20/2017,501,"CONTROLLED SUBSTANCE,POSSESS. 2",117,DANGEROUS DRUGS,PL 2201801,F,B,44,0,25-44,M,BLACK HISPANIC,1007999,247211,40.845188518,-73.914164859
172812983,12/20/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,52,0,25-44,M,WHITE,1010831,252019,40.858376975,-73.903910038
172812979,12/20/2017,268,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,B,48,0,25-44,M,BLACK,1014593,249529,40.851530544,-73.890321535
172810573,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,33,0,25-44,M,BLACK HISPANIC,1002974,247561,40.846161249,-73.932325855
172789114,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,103,0,25-44,M,BLACK,1039647,195586,40.703349972,-73.800204571
172801132,12/20/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,M,5,73,25-44,F,WHITE,983724,199935,40.71546033,-74.001898881
172789098,12/20/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,M,9,0,18-24,M,BLACK,986800,203768,40.725980641,-73.990801407
172826703,12/20/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,B,42,0,25-44,M,WHITE HISPANIC,1008691,238872,40.822298485,-73.911694131
172804380,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,78,0,25-44,M,WHITE,987578,185225,40.675084176,-73.988003654
172804393,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,103,97,25-44,M,BLACK,1048168,198753,40.711985163,-73.769442486
172820269,12/20/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,M,7,2,25-44,M,BLACK,989963,200171,40.716106265,-73.979392803
172824937,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,49,0,25-44,M,WHITE HISPANIC,1024600,256714,40.871211121,-73.85410634
172824965,12/20/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,83,0,45-64,M,WHITE HISPANIC,1000872,194189,40.699673322,-73.940055278
172824999,12/20/2017,544,"GAMBLING 2,PROMOTING,UNCLASSIFIED",350,GAMBLING,PL 2250500,M,M,33,0,65+,M,BLACK HISPANIC,1001188,248123,40.84770738,-73.938779711
172825002,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,9,0,18-24,M,BLACK,987996,204541,40.728101913,-73.986485978
172826714,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,25-44,M,BLACK,1017037,182481,40.667492429,-73.881814271
172831094,12/20/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,11,25-44,M,BLACK,1046315,187088,40.679980738,-73.776233907
172826716,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,62,0,45-64,M,WHITE HISPANIC,984235,157250,40.598299377,-74.000055454
172828175,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,26,2,25-44,F,BLACK HISPANIC,995882,235507,40.813088658,-73.957979911
172828183,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,S,121,0,25-44,M,BLACK,938676,153149,40.58692579,-74.164083716
172829491,12/20/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,75,0,<18,F,BLACK,1013282,184822,40.673931056,-73.895339809
172830940,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,18-24,M,BLACK,1008804,178791,40.657390858,-73.911505148
172830949,12/20/2017,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,M,5,1,45-64,M,BLACK,984103,201020,40.71843841,-74.000531742
172830950,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,33,0,25-44,M,BLACK,1001339,247836,40.846919359,-73.938234659
172804373,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,52,0,45-64,M,BLACK,1012887,253829,40.863338448,-73.896469785
172804371,12/20/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,B,43,0,25-44,M,UNKNOWN,1022682,243710,40.835527607,-73.861115865
172801145,12/20/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,113,0,25-44,F,ASIAN/PAC.ISL,1042337,187768,40.681874176,-73.790570167
172801128,12/20/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,14,0,45-64,M,BLACK,987215,215403,40.757915693,-73.98929902
172791372,12/20/2017,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,75,2,<18,M,BLACK,1019193,183433,40.670097208,-73.874037622
172789079,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,43,0,25-44,F,BLACK HISPANIC,1025137,242074,40.831026239,-73.852253972
172788762,12/20/2017,168,SODOMY 1,116,SEX CRIMES,PL 1305001,F,B,46,0,<18,M,WHITE HISPANIC,1011881,250411,40.853960274,-73.900120875
172795473,12/20/2017,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,DANGEROUS DRUGS,PL 2200601,F,B,46,0,<18,M,WHITE HISPANIC,1010735,250197,40.85337642,-73.90426428
172791389,12/20/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,115,0,25-44,M,WHITE HISPANIC,1013729,212092,40.7487792,-73.893608957
172791391,12/20/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,121,0,45-64,M,WHITE HISPANIC,946177,170650,40.634997778,-74.137176225
172791392,12/20/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,V,S,121,0,18-24,M,UNKNOWN,944480,168435,40.628910623,-74.143277352
172820262,12/20/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE HISPANIC,991531,217373,40.763320339,-73.973717904
172794780,12/20/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,72,0,18-24,M,WHITE HISPANIC,980243,175376,40.648050559,-74.014441246
172820268,12/20/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,13,0,18-24,F,ASIAN/PAC.ISL,985690,208934,40.740160295,-73.994805026
172795476,12/20/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,67,0,25-44,M,BLACK,998452,173847,40.643843305,-73.948825705
172796627,12/20/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,62,0,25-44,M,WHITE,983503,158624,40.602070698,-74.002691509
172799705,12/20/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,25-44,M,WHITE HISPANIC,1003117,218586,40.766632578,-73.931890424
172801109,12/20/2017,475,,343,THEFT OF SERVICES,PL 1651601,M,B,46,1,45-64,M,BLACK,1009886,250359,40.853823567,-73.907332598
172801125,12/20/2017,523,SALE SCHOOL GROUNDS,117,DANGEROUS DRUGS,PL 2204401,F,M,24,0,25-44,M,WHITE HISPANIC,994086,229665,40.797056157,-73.964476664
172831113,12/20/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,K,75,0,18-24,M,BLACK,1016371,182312,40.667031003,-73.884215801
